"","precio","quilate","corte","color","claridad","profundidad","tabla","x","y","z"
"350",2804,0.7,"Ideal","D","SI1",61,59,5.68,5.7,3.47
"351",2804,0.72,"Ideal","D","SI1",62.2,56,5.74,5.77,3.58
"352",2804,0.72,"Ideal","D","SI1",61.5,54,5.77,5.8,3.56
"353",2804,0.9,"Regular","I","SI1",67.3,59,5.93,5.84,3.96
"354",2805,0.74,"Premium","F","VS2",61.7,58,5.85,5.78,3.59
"355",2805,0.74,"Premium","F","VS2",61.9,56,5.8,5.77,3.58
"356",2805,0.73,"Ideal","E","SI2",61.8,58,5.77,5.81,3.58
"357",2805,0.57,"Regular","E","VVS1",58.7,66,5.34,5.43,3.16
"358",2805,0.73,"Premium","F","VS2",62.5,57,5.75,5.7,3.58
"359",2805,0.72,"Ideal","G","VS2",62.8,56,5.74,5.7,3.59
"360",2805,0.74,"Regular","F","VS2",61.1,68,5.82,5.75,3.53
"361",2805,0.82,"Bueno","G","VS2",64,57,5.92,5.89,3.78
"362",2806,0.81,"Muy bueno","G","SI1",62.5,60,5.89,5.94,3.69
"363",2806,0.75,"Muy bueno","H","VVS1",60.6,58,5.85,5.9,3.56
"364",2806,0.7,"Ideal","F","SI1",61.6,55,5.72,5.74,3.53
"365",2807,0.71,"Muy bueno","F","VS1",62.2,58,5.66,5.72,3.54
"366",2807,0.71,"Muy bueno","F","VS1",60,57,5.84,5.9,3.52
"367",2807,0.93,"Premium","J","SI2",61.9,57,6.21,6.19,3.84
"368",2808,0.8,"Muy bueno","H","VS2",62.8,57,5.87,5.91,3.7
"369",2808,0.7,"Muy bueno","F","VS1",62,57,5.64,5.71,3.52
"370",2808,1,"Regular","G","I1",66.4,59,6.16,6.09,4.07
"371",2808,0.75,"Muy bueno","G","VS2",63.4,56,5.78,5.74,3.65
"372",2808,0.58,"Ideal","E","VVS2",60.9,56,5.41,5.43,3.3
"373",2808,0.73,"Muy bueno","D","SI1",63.1,57,5.74,5.7,3.61
"374",2809,0.81,"Muy bueno","F","SI1",63.1,59,5.85,5.79,3.67
"375",2809,0.81,"Premium","D","SI2",59.2,57,6.15,6.05,3.61
"376",2809,0.71,"Premium","F","SI1",60.7,54,5.84,5.8,3.53
"377",2809,1.2,"Regular","F","I1",64.6,56,6.73,6.66,4.33
"378",2810,0.7,"Muy bueno","F","VS1",61.8,56,5.63,5.7,3.5
"379",2810,0.7,"Muy bueno","F","VS1",59.9,60,5.77,5.84,3.48
"380",2810,0.74,"Ideal","D","SI2",61.7,55,5.81,5.85,3.6
"381",2810,0.7,"Bueno","F","VS1",62.8,61,5.57,5.61,3.51
"382",2810,0.8,"Bueno","G","SI1",62.7,57,5.84,5.93,3.69
"383",2811,0.75,"Muy bueno","F","SI1",63.4,58,5.72,5.76,3.64
"384",2811,0.83,"Muy bueno","D","SI1",63.5,54,5.98,5.95,3.79
"385",2811,1,"Regular","J","VS2",65.7,59,6.14,6.07,4.01
"386",2811,0.99,"Regular","I","SI2",68.1,56,6.21,6.06,4.18
"387",2812,0.7,"Muy bueno","G","VS1",63,60,5.57,5.64,3.53
"388",2812,0.7,"Muy bueno","F","VS2",59.5,58,5.75,5.85,3.45
"389",2812,0.7,"Bueno","E","SI1",63.5,59,5.49,5.53,3.5
"390",2812,0.7,"Muy bueno","F","VS2",61.7,58,5.63,5.69,3.49
"391",554,0.32,"Premium","I","SI1",62.7,58,4.37,4.34,2.73
"392",554,0.32,"Premium","I","SI1",62.8,58,4.39,4.34,2.74
"393",554,0.32,"Ideal","I","SI1",62.4,57,4.37,4.35,2.72
"394",554,0.32,"Premium","I","SI1",61,59,4.39,4.36,2.67
"395",554,0.32,"Muy bueno","I","SI1",63.1,56,4.39,4.36,2.76
"396",554,0.32,"Ideal","I","SI1",60.7,57,4.47,4.42,2.7
"397",554,0.3,"Premium","H","SI1",60.9,59,4.31,4.29,2.62
"398",554,0.3,"Premium","H","SI1",60.1,55,4.41,4.38,2.64
"399",554,0.3,"Premium","H","SI1",62.9,58,4.28,4.24,2.68
"400",554,0.3,"Muy bueno","H","SI1",63.3,56,4.29,4.27,2.71
"401",554,0.3,"Bueno","H","SI1",63.8,55,4.26,4.2,2.7
"402",554,0.3,"Ideal","H","SI1",62.9,57,4.27,4.22,2.67
"403",554,0.3,"Muy bueno","H","SI1",63.4,60,4.25,4.23,2.69
"404",554,0.32,"Bueno","I","SI1",63.9,55,4.36,4.34,2.78
"405",554,0.33,"Ideal","H","SI2",61.4,56,4.85,4.79,2.95
"406",555,0.29,"Muy bueno","E","VS1",61.9,55,4.28,4.33,2.66
"407",555,0.29,"Muy bueno","E","VS1",62.4,55,4.2,4.25,2.63
"408",555,0.31,"Muy bueno","F","SI1",61.8,58,4.32,4.35,2.68
"409",555,0.34,"Ideal","H","VS2",61.5,56,4.47,4.5,2.76
"410",555,0.34,"Ideal","H","VS2",60.4,57,4.54,4.57,2.75
"411",555,0.34,"Ideal","I","VS1",61.8,55,4.48,4.52,2.78
"412",555,0.34,"Ideal","I","VS1",62,56,4.5,4.53,2.8
"413",555,0.3,"Ideal","G","VS1",62.3,56,4.29,4.31,2.68
"414",555,0.29,"Ideal","F","VS1",61.6,56,4.26,4.31,2.64
"415",555,0.35,"Ideal","G","SI1",60.6,56,4.56,4.58,2.77
"416",555,0.43,"Muy bueno","E","I1",58.4,62,4.94,5,2.9
"417",556,0.32,"Muy bueno","F","VS2",61.4,58,4.37,4.42,2.7
"418",556,0.36,"Ideal","I","VS2",61.9,56,4.54,4.57,2.82
"419",556,0.3,"Ideal","G","VS2",62,56,4.28,4.3,2.66
"420",556,0.26,"Ideal","E","VS1",61.5,57,4.09,4.12,2.52
"421",2812,0.7,"Muy bueno","F","VS2",62.3,58,5.64,5.72,3.54
"422",2812,0.7,"Muy bueno","F","VS2",60.9,61,5.66,5.71,3.46
"423",2812,0.71,"Ideal","D","SI1",62.4,57,5.69,5.72,3.56
"424",2812,0.99,"Regular","J","SI1",55,61,6.72,6.67,3.68
"425",2812,0.73,"Premium","E","VS2",58.6,60,5.92,5.89,3.46
"426",2812,0.51,"Ideal","F","VVS1",62,57,5.15,5.11,3.18
"427",2813,0.91,"Premium","G","SI2",59.8,58,6.3,6.29,3.77
"428",2813,0.84,"Muy bueno","E","SI1",63.4,55,6,5.95,3.79
"429",2813,0.91,"Bueno","I","VS2",64.3,58,6.09,6.05,3.9
"430",2814,0.76,"Premium","E","SI1",62.2,59,5.86,5.81,3.63
"431",2814,0.76,"Ideal","E","SI1",61.7,57,5.88,5.85,3.62
"432",2814,0.75,"Premium","E","SI1",61.1,59,5.86,5.83,3.57
"433",2815,0.55,"Muy bueno","D","VVS1",61.5,56,5.23,5.27,3.23
"434",2815,0.76,"Muy bueno","F","SI2",58.5,62,5.93,6.01,3.49
"435",2815,0.74,"Premium","G","VS1",61.7,58,5.79,5.81,3.58
"436",2815,0.7,"Ideal","H","SI1",60.4,56,5.75,5.81,3.49
"437",2815,0.7,"Ideal","H","SI1",61.4,56,5.7,5.76,3.52
"438",2815,0.7,"Ideal","H","SI1",61.5,55,5.73,5.79,3.54
"439",2815,0.7,"Ideal","H","SI1",61.4,56,5.72,5.77,3.53
"440",2815,0.9,"Regular","J","VS2",65,56,6.08,6.04,3.94
"441",2815,0.95,"Regular","F","SI2",56,60,6.62,6.53,3.68
"442",2815,0.89,"Premium","H","SI2",60.2,59,6.26,6.23,3.76
"443",2815,0.72,"Premium","E","VS2",58.3,58,5.99,5.92,3.47
"444",2815,0.96,"Regular","E","SI2",53.1,63,6.73,6.65,3.55
"445",2815,1.02,"Premium","G","I1",60.3,58,6.55,6.5,3.94
"446",2816,0.78,"Muy bueno","I","VVS2",61.4,56,5.91,5.95,3.64
"447",2816,0.61,"Ideal","G","VVS2",60.1,57,5.52,5.54,3.32
"448",2816,0.71,"Bueno","D","VS1",63.4,55,5.61,5.69,3.58
"449",2816,0.78,"Premium","F","SI1",61.5,59,5.96,5.88,3.64
"450",2816,0.87,"Ideal","H","SI2",62.7,56,6.16,6.13,3.85
"451",2816,0.83,"Ideal","H","SI1",62.5,55,6.04,6,3.76
"452",2817,0.71,"Premium","E","SI1",61.3,56,5.78,5.73,3.53
"453",2817,0.71,"Ideal","I","VVS2",60.2,56,5.84,5.89,3.53
"454",2817,0.71,"Ideal","E","VS2",62.7,57,5.66,5.64,3.54
"455",2817,0.71,"Premium","E","VS2",62.3,58,5.69,5.65,3.53
"456",2817,0.63,"Ideal","F","VVS2",61.5,56,5.48,5.52,3.38
"457",2817,0.71,"Premium","E","SI1",59.2,59,5.86,5.83,3.46
"458",2817,0.71,"Premium","E","SI1",61.8,59,5.75,5.7,3.54
"459",2817,0.71,"Ideal","E","SI1",61.3,55,5.77,5.72,3.52
"460",2817,0.71,"Premium","E","SI1",61.4,58,5.77,5.73,3.53
"461",2817,0.9,"Ideal","J","VS2",62.8,55,6.2,6.16,3.88
"462",2817,0.71,"Bueno","E","SI1",62.8,64,5.6,5.54,3.5
"463",2818,0.7,"Premium","E","VS2",62.4,61,5.66,5.63,3.52
"464",2818,0.7,"Premium","E","VS2",59.3,60,5.78,5.73,3.41
"465",2818,0.7,"Premium","E","VS2",63,60,5.64,5.6,3.54
"466",2818,1,"Premium","H","I1",61.3,60,6.43,6.39,3.93
"467",2818,0.86,"Premium","F","SI2",59.3,62,6.36,6.22,3.73
"468",2818,0.8,"Ideal","H","SI1",61,57,6.07,6,3.68
"469",2818,0.7,"Ideal","E","VS1",62.9,57,5.66,5.61,3.54
"470",2818,0.7,"Premium","E","VS1",59.6,57,5.91,5.83,3.5
"471",2818,0.7,"Premium","F","VS2",61.8,60,5.69,5.64,3.5
"472",2818,0.7,"Premium","E","VS1",62.7,57,5.68,5.64,3.55
"473",2818,1,"Regular","H","SI2",65.3,62,6.34,6.12,4.08
"474",2819,0.72,"Muy bueno","G","VS1",63.8,58,5.64,5.68,3.61
"475",2819,0.72,"Ideal","H","VS1",62.3,56,5.73,5.77,3.58
"476",2819,0.7,"Bueno","F","VS1",59.7,63,5.76,5.79,3.45
"477",2819,0.86,"Bueno","F","SI2",64.3,60,5.97,5.95,3.83
"478",2820,0.71,"Ideal","G","VS1",62.9,58,5.66,5.69,3.57
"479",2821,0.75,"Ideal","E","SI1",62,57,5.8,5.78,3.59
"480",2821,0.73,"Premium","E","VS2",61.6,59,5.77,5.73,3.54
"481",2821,0.53,"Ideal","E","VVS1",61.9,55,5.2,5.21,3.22
"482",2821,0.73,"Premium","E","SI1",61.3,58,5.83,5.76,3.55
"483",2821,0.73,"Bueno","E","SI1",63.6,57,5.72,5.7,3.63
"484",2821,0.73,"Premium","E","SI1",59.6,61,5.92,5.85,3.51
"485",2821,0.73,"Premium","E","SI1",62.2,59,5.77,5.68,3.56
"486",2821,0.73,"Premium","D","SI1",61.7,55,5.84,5.82,3.6
"487",2821,0.73,"Muy bueno","E","SI1",63.2,58,5.76,5.7,3.62
"488",2822,0.7,"Premium","E","VS1",60.8,60,5.74,5.71,3.48
"489",2822,0.72,"Premium","E","VS2",60.3,59,5.84,5.8,3.51
"490",2822,0.72,"Premium","E","VS2",60.9,60,5.8,5.76,3.52
"491",2822,0.72,"Premium","E","VS2",62.4,59,5.77,5.7,3.58
"492",2822,0.7,"Premium","E","VS2",60.2,60,5.73,5.7,3.44
"493",2822,0.6,"Ideal","F","VVS2",62,55,5.37,5.4,3.34
"494",2822,0.74,"Ideal","I","VVS1",60.8,57,5.85,5.89,3.57
"495",2822,0.73,"Ideal","F","SI1",62.1,55,5.75,5.78,3.58
"496",2822,0.71,"Premium","D","SI1",62.7,60,5.71,5.67,3.57
"497",2822,0.71,"Premium","D","SI1",61.3,58,5.75,5.73,3.52
"498",2822,0.7,"Premium","D","SI1",60.2,60,5.82,5.75,3.48
"499",2822,0.7,"Ideal","D","SI1",60.7,56,5.75,5.72,3.48
"500",2822,0.9,"Bueno","J","VS2",64,61,6.04,6.03,3.86
"501",2822,0.71,"Ideal","D","SI1",60.2,56,5.86,5.83,3.52
"502",2822,0.7,"Premium","E","VS2",61.5,59,5.73,5.68,3.51
"503",2822,0.7,"Premium","E","VS2",62.6,56,5.71,5.66,3.56
"504",2822,0.7,"Ideal","D","SI1",59.7,58,5.82,5.77,3.46
"505",2822,0.7,"Bueno","E","SI1",61.4,64,5.71,5.66,3.49
"506",2822,0.7,"Ideal","D","SI1",62.5,57,5.62,5.59,3.51
"507",2822,0.7,"Ideal","D","SI1",61.8,56,5.73,5.63,3.51
"508",2822,0.7,"Premium","E","VS2",60.7,62,5.72,5.68,3.46
"509",2822,0.7,"Premium","F","VS2",60.6,58,5.8,5.72,3.49
"510",2822,0.7,"Ideal","D","SI1",61.4,54,5.75,5.71,3.52
"511",2823,0.79,"Muy bueno","D","SI2",62.8,59,5.86,5.9,3.69
"512",2823,0.9,"Bueno","I","SI1",63.8,57,6.06,6.13,3.89
"513",2823,0.71,"Premium","E","VS2",62.3,58,5.71,5.66,3.54
"514",2823,0.61,"Ideal","E","VVS2",61.3,54,5.51,5.59,3.4
"515",2823,0.9,"Regular","H","SI2",65.8,54,6.05,5.98,3.96
"516",2823,0.71,"Ideal","E","SI1",60.5,56,5.77,5.73,3.47
"517",2824,0.71,"Premium","D","VS2",61.2,59,5.74,5.69,3.5
"518",2824,0.77,"Ideal","I","VVS2",62.1,57,5.84,5.86,3.63
"519",2824,0.74,"Bueno","E","VS1",63.1,58,5.73,5.75,3.62
"520",2824,0.82,"Ideal","F","SI2",62.4,54,6.02,5.97,3.74
"521",2824,0.82,"Premium","E","SI2",60.8,60,6.05,6.03,3.67
"522",2825,0.71,"Premium","G","VS1",62.2,59,5.73,5.66,3.54
"523",2825,0.83,"Premium","H","SI1",60,59,6.08,6.05,3.64
"524",2825,0.73,"Muy bueno","G","VS1",62,57,5.75,5.8,3.58
"525",2825,0.83,"Premium","H","SI1",62.5,59,6.02,5.95,3.74
"526",2825,1.17,"Premium","J","I1",60.2,61,6.9,6.83,4.13
"527",2825,0.91,"Regular","H","SI2",61.3,67,6.24,6.19,3.81
"528",2826,0.73,"Premium","E","VS1",62.6,60,5.75,5.68,3.58
"529",2826,0.7,"Bueno","E","VS1",57.2,59,5.94,5.88,3.38
"530",2826,0.9,"Premium","I","SI2",62.2,59,6.11,6.07,3.79
"531",2826,0.7,"Premium","E","VS1",62.2,58,5.66,5.6,3.5
"532",2826,0.7,"Muy bueno","D","VS2",63.3,56,5.6,5.58,3.54
"533",2826,0.7,"Premium","E","VS1",59.4,61,5.78,5.74,3.42
"534",2826,0.9,"Muy bueno","I","SI2",63.5,56,6.17,6.07,3.88
"535",2826,0.78,"Premium","F","SI1",60.8,60,5.97,5.94,3.62
"536",2826,0.96,"Ideal","F","I1",60.7,55,6.41,6.37,3.88
"537",2827,0.7,"Muy bueno","D","SI1",62.3,59,5.67,5.7,3.54
"538",2827,0.72,"Bueno","D","VS2",64,54,5.68,5.7,3.64
"539",2827,0.79,"Premium","H","VVS2",62.6,58,5.96,5.9,3.71
"540",2827,0.7,"Ideal","H","VVS1",61.6,57,5.69,5.74,3.52
"541",2827,0.7,"Ideal","H","VVS1",62.3,55,5.66,5.7,3.54
"542",2828,0.7,"Ideal","D","SI2",60.6,57,5.74,5.77,3.49
"543",2828,1.01,"Premium","H","SI2",61.6,61,6.39,6.31,3.91
"544",2829,0.72,"Premium","F","VS1",62.2,58,5.75,5.7,3.56
"545",2829,0.8,"Bueno","E","SI2",63.7,54,5.91,5.87,3.75
"546",2829,0.59,"Ideal","E","VVS1",62,56,5.36,5.38,3.33
"547",2829,0.72,"Ideal","F","VS1",61.7,57,5.77,5.74,3.55
"548",2829,0.75,"Premium","E","SI2",61.9,57,5.88,5.82,3.62
"549",2829,0.8,"Premium","E","SI2",60.2,57,6.05,6.01,3.63
"550",2830,0.71,"Muy bueno","E","VS2",62.7,59,5.65,5.7,3.56
"551",2830,0.77,"Muy bueno","H","SI1",61.7,56,5.84,5.89,3.62
"552",2830,0.97,"Ideal","F","I1",60.7,56,6.41,6.43,3.9
"553",2830,0.53,"Ideal","F","VVS1",60.9,57,5.23,5.29,3.19
"554",2830,0.53,"Ideal","F","VVS1",61.8,57,5.16,5.19,3.2
"555",2830,0.8,"Ideal","I","VS2",62.1,54.4,5.94,5.99,3.7
"556",2830,0.9,"Premium","G","SI1",60.6,62,6.21,6.13,3.74
"557",2831,0.76,"Muy bueno","E","SI2",60.8,60,5.89,5.98,3.61
"558",2831,0.72,"Ideal","E","SI1",62.3,57,5.7,5.76,3.57
"559",2831,0.75,"Ideal","E","SI1",61.4,57,5.82,5.87,3.59
"560",2831,0.72,"Premium","E","SI1",62.1,58,5.73,5.76,3.57
"561",2831,0.79,"Ideal","G","SI1",61.8,56,5.93,5.91,3.66
"562",2832,0.72,"Muy bueno","F","VS2",62.5,58,5.71,5.75,3.58
"563",2832,0.91,"Muy bueno","I","SI2",62.8,61,6.15,6.18,3.87
"564",2832,0.71,"Premium","G","VVS2",62.1,57,5.75,5.65,3.54
"565",2832,0.81,"Premium","G","SI1",63,60,5.87,5.81,3.68
"566",2832,0.82,"Ideal","H","SI1",62.5,57,5.91,5.97,3.71
"567",2832,0.71,"Premium","F","VS1",62.2,58,5.72,5.66,3.54
"568",2832,0.9,"Bueno","J","SI1",64.3,63,6.05,6.01,3.88
"569",2833,0.8,"Muy bueno","I","VS2",62,58,5.86,5.95,3.66
"570",2833,0.56,"Muy bueno","E","IF",61,59,5.28,5.34,3.24
"571",2833,0.7,"Muy bueno","D","VS2",59.6,61,5.77,5.8,3.45
"572",2833,0.7,"Ideal","D","VS2",61,57,5.74,5.76,3.51
"573",2833,0.61,"Ideal","F","VVS2",61.7,55,5.45,5.48,3.37
"574",2833,0.85,"Ideal","H","SI2",62.5,57,6.02,6.07,3.78
"575",2833,0.7,"Ideal","F","SI1",60.7,57,5.73,5.75,3.49
"576",2834,0.8,"Ideal","G","VS2",62.2,56,5.94,5.87,3.67
"577",2834,0.8,"Ideal","H","VS2",62.8,57,5.91,5.87,3.7
"578",2834,0.51,"Muy bueno","D","VVS1",59.9,58,5.16,5.19,3.1
"579",2834,0.53,"Ideal","F","VVS1",61.4,57,5.2,5.23,3.2
"580",2834,0.78,"Ideal","I","VS2",61.8,55,5.92,5.95,3.67
"581",2834,0.9,"Muy bueno","J","SI1",63.4,54,6.17,6.14,3.9
"582",2834,0.9,"Regular","G","SI2",65.3,59,6.07,6,3.94
"583",2834,0.77,"Ideal","E","SI2",60.7,55,6.01,5.95,3.63
"584",2835,0.73,"Ideal","F","VS1",61.2,56,5.89,5.81,3.58
"585",2835,0.63,"Ideal","F","VVS2",61.9,57,5.47,5.51,3.4
"586",2835,0.7,"Ideal","E","VS2",61.5,54,5.7,5.75,3.52
"587",2835,0.72,"Ideal","E","VS2",62.8,57,5.71,5.73,3.59
"588",2835,0.72,"Ideal","E","SI1",61,57,5.78,5.8,3.53
"589",2835,0.75,"Premium","F","VS2",59.6,59,6.04,5.94,3.57
"590",2836,0.82,"Muy bueno","H","SI1",60.7,56,6.04,6.06,3.67
"591",2836,0.71,"Bueno","E","VS2",62.8,60,5.6,5.65,3.53
"592",2837,0.7,"Premium","E","VS1",62.6,59,5.69,5.66,3.55
"593",2837,0.7,"Ideal","E","VS1",61.8,56,5.74,5.69,3.53
"594",2838,0.71,"Ideal","F","SI1",59.8,53,5.86,5.82,3.49
"595",2838,0.76,"Muy bueno","H","SI1",60.9,55,5.92,5.94,3.61
"596",2838,0.82,"Regular","F","SI1",64.9,58,5.83,5.79,3.77
"597",2838,0.72,"Premium","F","VS1",58.8,60,5.91,5.89,3.47
"598",2838,0.7,"Premium","F","VS2",62.3,58,5.72,5.64,3.54
"599",2838,0.7,"Premium","F","VS2",61.7,58,5.69,5.63,3.49
"600",2838,0.7,"Premium","G","VS1",62.6,55,5.73,5.64,3.56
"601",2838,0.7,"Premium","F","VS2",59.4,61,5.83,5.79,3.45
"602",2838,0.7,"Muy bueno","E","SI1",63.5,59,5.53,5.49,3.5
"603",2838,0.7,"Premium","F","VS2",60.9,61,5.71,5.66,3.46
"604",2838,0.7,"Premium","F","VS2",59.5,58,5.85,5.75,3.45
"605",2838,0.7,"Premium","G","VS1",63,60,5.64,5.57,3.53
"606",2839,0.74,"Muy bueno","E","SI1",60,57,5.85,5.89,3.52
"607",2839,0.71,"Ideal","F","VS1",61.5,57,5.74,5.71,3.52
"608",2839,0.7,"Ideal","F","VS1",61.6,54,5.75,5.72,3.53
"609",2839,0.71,"Ideal","F","VS1",62.1,55,5.82,5.68,3.57
"610",2839,0.71,"Premium","F","VS1",59.1,61,5.84,5.81,3.44
"611",2839,0.71,"Premium","F","VS1",59,60,5.82,5.8,3.43
"612",2839,0.71,"Premium","F","VS1",60.5,58,5.75,5.72,3.47
"613",2839,0.7,"Ideal","F","VS1",62.4,53,5.73,5.71,3.57
"614",2839,0.73,"Ideal","G","VS2",61.8,54,5.8,5.82,3.59
"615",2839,0.7,"Ideal","E","VS2",62.1,54,5.69,5.72,3.54
"616",2839,0.7,"Ideal","G","VS1",61.3,57,5.71,5.74,3.51
"617",2839,0.71,"Premium","G","VVS2",60.3,58,5.82,5.78,3.5
"618",2839,0.71,"Premium","F","VS1",59.2,58,5.87,5.82,3.46
"619",2839,0.79,"Premium","G","VS2",59.3,62,6.09,6.01,3.59
"620",2839,0.71,"Premium","F","VS1",62.7,59,5.7,5.62,3.55
"621",2840,0.77,"Muy bueno","H","VS1",61,60,5.9,5.87,3.59
"622",2840,0.75,"Muy bueno","F","SI2",59.8,56,5.85,5.92,3.52
"623",2840,0.7,"Ideal","F","SI1",61,56,5.75,5.8,3.52
"624",2840,0.71,"Premium","F","VS2",59.3,56,5.88,5.82,3.47
"625",2840,0.92,"Ideal","D","SI2",61.9,56,6.27,6.2,3.86
"626",2840,0.83,"Premium","F","SI2",61.4,59,6.08,6.04,3.72
"627",2840,0.7,"Premium","H","VVS1",59.2,60,5.87,5.78,3.45
"628",2841,0.73,"Premium","F","VS2",60.3,59,5.9,5.87,3.55
"629",2841,0.71,"Muy bueno","D","VS1",63.4,55,5.69,5.61,3.58
"630",2841,0.73,"Muy bueno","D","SI1",63.9,57,5.66,5.71,3.63
"631",2841,0.82,"Ideal","F","SI2",61.7,53,6,6.12,3.74
"632",2841,0.82,"Ideal","F","SI2",62.3,56,5.96,6.02,3.73
"633",2841,0.82,"Muy bueno","F","SI2",59.7,57,6.12,6.14,3.66
"634",2841,0.52,"Ideal","F","VVS1",61.2,56,5.19,5.21,3.18
"635",2841,1,"Premium","F","I1",58.9,60,6.6,6.55,3.87
"636",2841,0.95,"Regular","G","SI1",66.7,56,6.16,6.03,4.06
"637",2841,0.73,"Ideal","D","SI1",61.4,57,5.76,5.8,3.55
"638",2841,0.73,"Premium","F","VS2",59.9,59,5.87,5.77,3.5
"639",2841,0.73,"Premium","G","VS1",61.4,58,5.82,5.77,3.56
"640",2842,0.8,"Ideal","I","VS1",62.6,54,5.92,5.96,3.72
"641",2842,0.7,"Premium","F","VS2",58.7,61,5.8,5.72,3.38
"642",2843,0.7,"Muy bueno","E","VS2",60.2,62,5.71,5.75,3.45
"643",2843,0.7,"Muy bueno","E","VS2",62.7,58,5.65,5.67,3.55
"644",2843,0.71,"Muy bueno","E","VS2",59.4,58,5.76,5.82,3.44
"645",2843,0.81,"Muy bueno","F","SI2",63.2,58,5.91,5.92,3.74
"646",2843,0.71,"Muy bueno","D","SI1",61.5,58,5.73,5.79,3.54
"647",2843,0.73,"Ideal","G","VVS2",61.3,57,5.81,5.84,3.57
"648",2843,0.73,"Muy bueno","F","VS1",61.8,59,5.73,5.79,3.56
"649",2843,0.72,"Ideal","E","VS2",62,57,5.71,5.74,3.55
"650",2843,0.81,"Ideal","F","SI2",62.1,57,5.91,5.95,3.68
"651",2843,0.71,"Ideal","G","VVS2",60.7,57,5.81,5.78,3.52
"652",2844,0.73,"Muy bueno","E","SI1",57.7,61,5.92,5.96,3.43
"653",2844,0.7,"Muy bueno","E","VS1",62,59,5.65,5.68,3.51
"654",2844,1.01,"Ideal","I","I1",61.5,57,6.45,6.46,3.97
"655",2844,1.01,"Bueno","I","I1",63.1,57,6.35,6.39,4.02
"656",2844,0.79,"Ideal","H","VS2",62.5,57,5.91,5.93,3.7
"657",2845,0.7,"Muy bueno","E","VS2",61.8,59,5.65,5.68,3.5
"658",2845,0.7,"Muy bueno","E","VS2",58.9,60,5.83,5.85,3.44
"659",2845,0.8,"Bueno","H","VS2",63.4,60,5.92,5.82,3.72
"660",2845,1.27,"Premium","H","SI2",59.3,61,7.12,7.05,4.2
"661",2846,0.79,"Ideal","D","SI1",61.5,56,5.96,5.91,3.65
"662",2846,0.72,"Muy bueno","F","VS1",60.2,59,5.79,5.84,3.5
"663",2846,0.73,"Ideal","H","VVS2",61.6,56,5.79,5.84,3.58
"664",2846,1.01,"Regular","H","SI2",65.4,59,6.3,6.26,4.11
"665",2846,1.01,"Bueno","H","I1",64.2,61,6.25,6.18,3.99
"666",2846,0.73,"Ideal","E","SI1",59.1,59,5.92,5.95,3.51
"667",2846,0.7,"Ideal","E","SI1",61.6,57,5.71,5.76,3.53
"668",2846,0.7,"Bueno","F","VS2",59.1,61,5.76,5.84,3.43
"669",2846,0.77,"Premium","E","SI1",62.9,59,5.84,5.79,3.66
"670",2846,0.77,"Premium","G","VS2",61.3,60,5.91,5.81,3.59
"671",2846,0.77,"Premium","G","VS1",61.4,58,5.94,5.89,3.63
"672",2847,0.84,"Muy bueno","H","SI1",61.2,57,6.1,6.12,3.74
"673",2847,0.72,"Ideal","E","SI1",60.3,57,5.83,5.85,3.52
"674",2847,0.76,"Premium","D","SI1",61.1,59,5.93,5.88,3.61
"675",2848,0.7,"Muy bueno","G","VVS2",62.9,59,5.61,5.68,3.55
"676",2848,0.54,"Ideal","D","VVS2",61.5,55,5.25,5.29,3.24
"677",2848,0.75,"Regular","D","SI2",64.6,57,5.74,5.72,3.7
"678",2849,0.79,"Bueno","E","SI1",64.1,54,5.86,5.84,3.75
"679",2849,0.74,"Muy bueno","E","VS1",63.1,58,5.75,5.73,3.62
"680",2850,0.7,"Muy bueno","E","VS2",61,60,5.74,5.77,3.51
"681",2850,0.7,"Ideal","F","VS2",60.8,59,5.69,5.79,3.49
"682",2850,0.75,"Ideal","J","SI1",61.5,56,5.83,5.87,3.6
"683",2850,1.2,"Muy bueno","H","I1",63.1,60,6.75,6.67,4.23
"684",2851,0.8,"Muy bueno","F","SI1",63.4,57,5.89,5.82,3.71
"685",2851,0.66,"Ideal","D","VS1",62.1,56,5.54,5.57,3.45
"686",2851,0.87,"Muy bueno","F","SI2",61,63,6.22,6.07,3.75
"687",2851,0.86,"Premium","H","SI1",62.7,59,6.04,5.98,3.77
"688",2851,0.74,"Ideal","F","SI1",61,57,5.85,5.81,3.56
"689",2852,0.58,"Muy bueno","E","IF",60.6,59,5.37,5.43,3.27
"690",2852,0.78,"Ideal","I","VS1",61.5,57,5.88,5.92,3.63
"691",2852,0.74,"Ideal","G","SI1",61.3,55,5.85,5.86,3.59
"692",2852,0.73,"Ideal","E","SI1",62.7,55,5.7,5.79,3.6
"693",2852,0.91,"Muy bueno","I","SI1",63.5,57,6.12,6.07,3.87
"694",2853,0.71,"Premium","F","VS2",62.6,58,5.67,5.7,3.56
"695",2853,0.71,"Bueno","G","VS1",63.5,55,5.64,5.66,3.59
"696",2853,0.79,"Ideal","D","SI2",62.8,57,5.9,5.85,3.69
"697",2853,0.79,"Premium","D","SI2",60,60,6.07,6.03,3.63
"698",2853,0.71,"Premium","E","SI1",62.7,58,5.73,5.66,3.57
"699",2853,0.82,"Premium","I","VS1",61.9,58,5.99,5.97,3.7
"700",2854,0.78,"Muy bueno","H","VS1",61.9,57.1,5.87,5.95,3.66
